state,moisture_percent,time,pump_state,LDR
dry,346,12:08:55,0,979
dry,345,12:09:55,0,976
dry,342,12:10:55,0,953
dry,349,12:11:55,0,1023
dry,345,12:12:55,0,966
dry,350,12:13:55,0,996
dry,350,12:14:55,0,965
dry,344,12:15:55,0,989
dry,351,12:16:55,0,981
dry,348,12:17:55,0,1023
dry,348,12:18:55,0,975
dry,347,12:19:55,0,1023
dry,349,12:20:55,0,1023
dry,347,12:21:55,0,1023
dry,351,12:22:55,0,9999
dry,353,12:23:55,0,969
dry,352,12:24:55,0,1017
dry,356,12:25:55,0,987
dry,353,12:26:55,0,1023
dry,353,12:27:55,0,987
dry,352,12:28:55,0,974
dry,349,12:29:55,0,1020
dry,354,12:30:55,0,1013
dry,356,12:31:55,0,996
dry,355,12:32:55,0,1015
dry,356,12:33:55,0,1006
dry,358,12:34:55,0,1018
dry,358,12:35:55,0,1006
dry,355,12:36:55,0,1019
dry,357,12:37:55,0,962
dry,357,12:38:55,0,1023
dry,357,12:39:55,0,9999
dry,359,12:40:55,0,1012
dry,356,12:41:55,0,995
dry,359,12:42:55,0,952
dry,359,12:43:55,0,983
dry,360,12:44:55,0,1017
dry,361,12:45:55,0,953
dry,361,12:46:55,0,972
dry,361,12:47:55,0,1023
dry,361,12:48:55,0,951
dry,363,12:49:55,0,1008
dry,362,12:50:55,0,0
dry,362,12:51:55,0,1023
dry,359,12:52:55,0,1023
dry,361,12:53:55,0,1023
dry,361,12:54:55,0,1023
dry,364,12:55:55,0,1023
dry,364,12:56:55,0,1011
dry,364,12:57:55,0,963
dry,363,12:58:55,0,1023
dry,362,12:59:55,0,970
dry,364,13:00:55,0,977
dry,363,13:01:55,0,992
dry,363,13:02:55,0,1023
dry,365,13:03:55,0,988
dry,360,13:04:55,0,1023
dry,368,13:05:55,0,1023
dry,366,13:06:55,0,1023
dry,367,13:07:55,0,955
dry,367,13:08:55,0,993
dry,370,13:09:55,0,1023
dry,368,13:10:55,0,1023
dry,372,13:11:55,0,949
dry,368,13:12:55,0,954
dry,368,13:13:55,0,990
dry,370,13:14:55,0,1023
dry,369,13:15:55,0,0
dry,374,13:16:55,0,958
dry,371,13:17:55,0,983
dry,373,13:18:55,0,974
dry,372,13:19:55,0,1007
dry,371,13:20:55,0,1023
dry,374,13:21:55,0,974
dry,372,13:22:55,0,961
dry,374,13:23:55,0,1023
dry,372,13:24:55,0,976
dry,371,13:25:55,0,-10
dry,376,13:26:55,0,1023
dry,376,13:27:55,0,1023
dry,376,13:28:55,0,1023
dry,375,13:29:55,0,1023
dry,373,13:30:55,0,957
dry,374,13:31:55,0,999
dry,378,13:32:55,0,966
dry,377,13:33:55,0,1023
dry,377,13:34:55,0,990
dry,378,13:35:55,0,1023
dry,379,13:36:55,0,9999
dry,376,13:37:55,0,966
dry,378,13:38:55,0,948
dry,379,13:39:55,0,973
dry,380,13:40:55,0,988
dry,378,13:41:55,0,1023
dry,380,13:42:55,0,1003
dry,378,13:43:55,0,1023
dry,378,13:44:55,0,952
dry,375,13:45:55,0,1007
dry,379,13:46:55,0,1012
dry,383,13:47:55,0,992
dry,383,13:48:55,0,955
dry,385,13:49:55,0,955
dry,382,13:50:55,0,959
dry,387,13:51:55,0,1012
dry,381,13:52:55,0,1014
dry,387,13:53:55,0,1012
dry,385,13:54:55,0,1023
dry,386,13:55:55,0,1023
dry,384,13:56:55,0,1009
dry,386,13:57:55,0,977
dry,385,13:58:55,0,954
dry,388,13:59:55,0,1009
dry,385,14:00:55,0,1023
dry,388,14:01:55,0,1010
dry,388,14:02:55,0,933
dry,383,14:03:55,0,1014
dry,386,14:04:55,0,977
dry,385,14:05:55,0,992
dry,388,14:06:55,0,963
dry,385,14:07:55,0,944
dry,389,14:08:55,0,988
dry,389,14:09:55,0,977
dry,389,14:10:55,0,1001
dry,389,14:11:55,0,931
dry,392,14:12:55,0,975
dry,391,14:13:55,0,997
dry,388,14:14:55,0,1006
dry,392,14:15:55,0,990
dry,391,14:16:55,0,972
dry,394,14:17:55,0,989
dry,395,14:18:55,0,958
dry,392,14:19:55,0,964
dry,390,14:20:55,0,0
dry,395,14:21:55,0,946
dry,398,14:22:55,0,951
dry,391,14:23:55,0,1006
dry,394,14:24:55,0,-10
dry,399,14:25:55,0,969
dry,394,14:26:55,0,951
dry,397,14:27:55,0,968
dry,396,14:28:55,0,956
dry,401,14:29:55,0,975
dry,397,14:30:55,0,982
dry,400,14:31:55,0,948
dry,395,14:32:55,0,951
dry,400,14:33:55,0,996
dry,401,14:34:55,0,937
dry,397,14:35:55,0,1006
dry,399,14:36:55,0,990
dry,401,14:37:55,0,950
dry,405,14:38:55,0,-10
dry,398,14:39:55,0,991
dry,402,14:40:55,0,939
dry,399,14:41:55,0,1016
dry,400,14:42:55,0,991
dry,403,14:43:55,0,1023
dry,407,14:44:55,0,1011
dry,400,14:45:55,0,1007
dry,404,14:46:55,0,1022
dry,406,14:47:55,0,994
dry,404,14:48:55,0,958
dry,406,14:49:55,0,956
dry,404,14:50:55,0,1008
dry,407,14:51:55,0,1012
dry,406,14:52:55,0,1023
dry,408,14:53:55,0,986
dry,402,14:54:55,0,957
dry,407,14:55:55,0,986
dry,404,14:56:55,0,948
dry,404,14:57:55,0,992
dry,406,14:58:55,0,1018
dry,407,14:59:55,0,966
dry,407,15:00:55,0,936
dry,413,15:01:55,0,997
dry,408,15:02:55,0,932
dry,405,15:03:55,0,963
dry,408,15:04:55,0,939
dry,411,15:05:55,0,1003
dry,407,15:06:55,0,912
dry,407,15:07:55,0,930
dry,408,15:08:55,0,917
dry,414,15:09:55,0,956
dry,411,15:10:55,0,915
dry,411,15:11:55,0,971
dry,414,15:12:55,0,924
dry,411,15:13:55,0,986
dry,412,15:14:55,0,966
dry,413,15:15:55,0,997
dry,413,15:16:55,0,960
dry,411,15:17:55,0,913
dry,411,15:18:55,0,996
dry,414,15:19:55,0,994
dry,412,15:20:55,0,942
dry,417,15:21:55,0,954
dry,414,15:22:55,0,966
dry,413,15:23:55,0,959
dry,419,15:24:55,0,925
dry,418,15:25:55,0,962
dry,415,15:26:55,0,923
dry,413,15:27:55,0,1002
dry,421,15:28:55,0,998
dry,422,15:29:55,0,949
dry,419,15:30:55,0,976
dry,420,15:31:55,0,928
dry,424,15:32:55,0,987
dry,420,15:33:55,0,980
dry,418,15:34:55,0,941
dry,423,15:35:55,0,970
dry,422,15:36:55,0,926
dry,425,15:37:55,0,969
dry,421,15:38:55,0,962
dry,422,15:39:55,0,968
dry,420,15:40:55,0,984
dry,421,15:41:55,0,912
dry,422,15:42:55,0,914
dry,424,15:43:55,0,958
dry,426,15:44:55,0,966
dry,423,15:45:55,0,916
dry,424,15:46:55,0,1001
dry,422,15:47:55,0,934
dry,427,15:48:55,0,978
dry,425,15:49:55,0,918
dry,425,15:50:55,0,914
dry,426,15:51:55,0,1001
dry,423,15:52:55,0,964
dry,429,15:53:55,0,967
dry,430,15:54:55,0,975
dry,426,15:55:55,0,952
dry,431,15:56:55,0,915
dry,429,15:57:55,0,0
dry,426,15:58:55,0,942
dry,427,15:59:55,0,936
dry,429,16:00:55,0,884
dry,427,16:01:55,0,949
dry,431,16:02:55,0,957
dry,429,16:03:55,0,888
dry,432,16:04:55,0,891
dry,431,16:05:55,0,897
dry,430,16:06:55,0,882
dry,434,16:07:55,0,879
dry,435,16:08:55,0,908
dry,430,16:09:55,0,0
dry,434,16:10:55,0,955
dry,433,16:11:55,0,972
dry,432,16:12:55,0,969
dry,432,16:13:55,0,967
dry,433,16:14:55,0,893
dry,433,16:15:55,0,938
dry,433,16:16:55,0,947
dry,435,16:17:55,0,881
dry,436,16:18:55,0,949
dry,438,16:19:55,0,912
dry,436,16:20:55,0,919
dry,437,16:21:55,0,910
dry,439,16:22:55,0,950
dry,442,16:23:55,0,912
dry,436,16:24:55,0,876
dry,440,16:25:55,0,0
dry,442,16:26:55,0,908
dry,443,16:27:55,0,946
dry,441,16:28:55,0,909
dry,445,16:29:55,0,925
dry,441,16:30:55,0,919
dry,439,16:31:55,0,967
dry,442,16:32:55,0,931
dry,439,16:33:55,0,941
dry,438,16:34:55,0,961
dry,442,16:35:55,0,906
dry,441,16:36:55,0,882
dry,440,16:37:55,0,-10
dry,442,16:38:55,0,950
dry,446,16:39:55,0,901
dry,443,16:40:55,0,975
dry,444,16:41:55,0,924
dry,443,16:42:55,0,887
dry,447,16:43:55,0,929
dry,443,16:44:55,0,949
dry,450,16:45:55,0,933
dry,445,16:46:55,0,884
dry,445,16:47:55,0,911
dry,446,16:48:55,0,973
dry,447,16:49:55,0,956
dry,450,16:50:55,0,968
dry,452,16:51:55,0,0
dry,446,16:52:55,0,892
dry,450,16:53:55,0,891
dry,447,16:54:55,0,-10
dry,450,16:55:55,0,961
dry,447,16:56:55,0,942
dry,449,16:57:55,0,941
dry,453,16:58:55,0,967
dry,448,16:59:55,0,910
dry,451,17:00:55,0,931
dry,448,17:01:55,0,934
dry,454,17:02:55,0,925
dry,452,17:03:55,0,899
dry,451,17:04:55,0,843
dry,455,17:05:55,0,897
dry,453,17:06:55,0,924
dry,451,17:07:55,0,888
dry,454,17:08:55,0,916
dry,453,17:09:55,0,0
dry,456,17:10:55,0,865
dry,456,17:11:55,0,928
dry,452,17:12:55,0,846
dry,453,17:13:55,0,867
dry,454,17:14:55,0,879
dry,457,17:15:55,0,877
dry,455,17:16:55,0,901
dry,460,17:17:55,0,917
dry,459,17:18:55,0,897
dry,457,17:19:55,0,911
dry,459,17:20:55,0,936
dry,459,17:21:55,0,873
dry,458,17:22:55,0,920
dry,458,17:23:55,0,869
dry,460,17:24:55,0,847
dry,461,17:25:55,0,894
dry,461,17:26:55,0,852
dry,457,17:27:55,0,867
dry,461,17:28:55,0,838
dry,461,17:29:55,0,900
dry,460,17:30:55,0,840
dry,460,17:31:55,0,894
dry,462,17:32:55,0,910
dry,458,17:33:55,0,883
dry,460,17:34:55,0,838
dry,461,17:35:55,0,886
dry,462,17:36:55,0,935
dry,466,17:37:55,0,857
dry,466,17:38:55,0,844
dry,469,17:39:55,0,928
dry,469,17:40:55,0,932
dry,466,17:41:55,0,938
dry,466,17:42:55,0,877
dry,463,17:43:55,0,913
dry,464,17:44:55,0,0
dry,468,17:45:55,0,839
dry,469,17:46:55,0,930
dry,463,17:47:55,0,864
dry,469,17:48:55,0,909
dry,469,17:49:55,0,924
dry,469,17:50:55,0,866
dry,467,17:51:55,0,869
dry,473,17:52:55,0,893
dry,472,17:53:55,0,907
dry,473,17:54:55,0,913
dry,471,17:55:55,0,880
dry,473,17:56:55,0,931
dry,472,17:57:55,0,919
dry,469,17:58:55,0,855
dry,471,17:59:55,0,900
dry,474,18:00:55,0,147
dry,471,18:01:55,0,60
dry,475,18:02:55,0,98
dry,474,18:03:55,0,59
dry,477,18:04:55,0,91
dry,472,18:05:55,0,131
dry,477,18:06:55,0,109
dry,477,18:07:55,0,113
dry,476,18:08:55,0,58
dry,474,18:09:55,0,77
dry,473,18:10:55,0,136
dry,475,18:11:55,0,125
dry,477,18:12:55,0,93
dry,478,18:13:55,0,116
dry,479,18:14:55,0,84
dry,474,18:15:55,0,92
dry,479,18:16:55,0,104
dry,478,18:17:55,0,139
dry,478,18:18:55,0,50
dry,479,18:19:55,0,138
dry,482,18:20:55,0,105
dry,481,18:21:55,0,123
dry,480,18:22:55,0,114
dry,478,18:23:55,0,107
dry,480,18:24:55,0,83
dry,480,18:25:55,0,65
dry,486,18:26:55,0,90
dry,482,18:27:55,0,76
dry,484,18:28:55,0,60
dry,484,18:29:55,0,68
dry,484,18:30:55,0,61
dry,481,18:31:55,0,96
dry,482,18:32:55,0,115
dry,483,18:33:55,0,140
dry,485,18:34:55,0,51
dry,483,18:35:55,0,95
dry,486,18:36:55,0,75
dry,488,18:37:55,0,68
dry,485,18:38:55,0,84
dry,487,18:39:55,0,111
dry,488,18:40:55,0,0
dry,487,18:41:55,0,132
dry,487,18:42:55,0,93
dry,490,18:43:55,0,123
dry,490,18:44:55,0,148
dry,486,18:45:55,0,0
dry,488,18:46:55,0,86
dry,488,18:47:55,0,111
dry,488,18:48:55,0,90
dry,489,18:49:55,0,107
dry,490,18:50:55,0,125
dry,488,18:51:55,0,128
dry,489,18:52:55,0,50
dry,490,18:53:55,0,118
dry,492,18:54:55,0,81
dry,495,18:55:55,0,81
dry,493,18:56:55,0,79
dry,494,18:57:55,0,133
dry,495,18:58:55,0,56
dry,493,18:59:55,0,89
dry,496,19:00:55,0,115
dry,495,19:01:55,0,145
dry,495,19:02:55,0,50
dry,499,19:03:55,0,100
dry,499,19:04:55,0,51
dry,496,19:05:55,0,120
dry,496,19:06:55,0,136
dry,498,19:07:55,0,75
dry,494,19:08:55,0,114
dry,500,19:09:55,0,0
dry,498,19:10:55,0,130
dry,499,19:11:55,0,134
dry,496,19:12:55,0,128
dry,497,19:13:55,0,75
dry,499,19:14:55,0,115
dry,501,19:15:55,0,93
dry,497,19:16:55,0,62
dry,501,19:17:55,0,148
dry,502,19:18:55,0,129
dry,503,19:19:55,0,51
dry,502,19:20:55,0,134
dry,497,19:21:55,0,128
dry,500,19:22:55,0,92
dry,503,19:23:55,0,134
dry,502,19:24:55,0,104
dry,504,19:25:55,0,55
dry,502,19:26:55,0,0
dry,501,19:27:55,0,134
dry,501,19:28:55,0,70
dry,503,19:29:55,0,61
dry,504,19:30:55,0,85
dry,508,19:31:55,0,82
dry,507,19:32:55,0,85
dry,504,19:33:55,0,87
dry,508,19:34:55,0,119
dry,508,19:35:55,0,131
dry,510,19:36:55,0,150
dry,507,19:37:55,0,93
dry,512,19:38:55,0,88
dry,508,19:39:55,0,137
dry,509,19:40:55,0,87
dry,508,19:41:55,0,89
dry,507,19:42:55,0,108
dry,510,19:43:55,0,51
dry,511,19:44:55,0,73
dry,510,19:45:55,0,114
dry,513,19:46:55,0,119
dry,510,19:47:55,0,95
dry,512,19:48:55,0,115
dry,510,19:49:55,0,102
dry,513,19:50:55,0,147
dry,510,19:51:55,0,91
dry,512,19:52:55,0,92
dry,509,19:53:55,0,129
dry,516,19:54:55,0,70
dry,511,19:55:55,0,67
dry,513,19:56:55,0,129
dry,518,19:57:55,0,83
dry,515,19:58:55,0,60
dry,512,19:59:55,0,78
dry,520,20:00:55,0,127
dry,517,20:01:55,0,0
dry,519,20:02:55,0,111
dry,516,20:03:55,0,99
dry,517,20:04:55,0,80
dry,518,20:05:55,0,103
dry,514,20:06:55,0,139
dry,516,20:07:55,0,84
dry,522,20:08:55,0,83
dry,519,20:09:55,0,148
dry,517,20:10:55,0,105
dry,523,20:11:55,0,79
dry,517,20:12:55,0,63
dry,518,20:13:55,0,125
dry,524,20:14:55,0,119
dry,523,20:15:55,0,146
dry,522,20:16:55,0,9999
dry,523,20:17:55,0,122
dry,525,20:18:55,0,84
dry,523,20:19:55,0,136
dry,524,20:20:55,0,74
dry,525,20:21:55,0,141
dry,524,20:22:55,0,144
dry,527,20:23:55,0,136
dry,526,20:24:55,0,105
dry,523,20:25:55,0,109
dry,529,20:26:55,0,89
dry,524,20:27:55,0,112
dry,529,20:28:55,0,128
dry,524,20:29:55,0,77
dry,525,20:30:55,0,90
dry,530,20:31:55,0,95
dry,529,20:32:55,0,125
dry,526,20:33:55,0,77
dry,529,20:34:55,0,99
dry,529,20:35:55,0,84
dry,528,20:36:55,0,144
dry,527,20:37:55,0,106
dry,531,20:38:55,0,148
dry,529,20:39:55,0,124
dry,532,20:40:55,0,112
dry,526,20:41:55,0,98
dry,531,20:42:55,0,124
dry,532,20:43:55,0,75
dry,534,20:44:55,0,111
dry,529,20:45:55,0,140
dry,535,20:46:55,0,51
dry,531,20:47:55,0,135
dry,534,20:48:55,0,71
dry,533,20:49:55,0,86
dry,531,20:50:55,0,76
dry,532,20:51:55,0,89
dry,535,20:52:55,0,69
dry,535,20:53:55,0,147
dry,537,20:54:55,0,137
dry,533,20:55:55,0,96
dry,534,20:56:55,0,93
dry,537,20:57:55,0,82
dry,533,20:58:55,0,109
dry,531,20:59:55,0,64
dry,538,21:00:55,0,141
dry,537,21:01:55,0,100
dry,535,21:02:55,0,80
dry,539,21:03:55,0,78
dry,537,21:04:55,0,0
dry,542,21:05:55,0,88
dry,539,21:06:55,0,0
dry,543,21:07:55,0,9999
dry,539,21:08:55,0,83
dry,539,21:09:55,0,146
dry,541,21:10:55,0,61
dry,543,21:11:55,0,123
dry,543,21:12:55,0,0
dry,548,21:13:55,0,133
dry,541,21:14:55,0,129
dry,547,21:15:55,0,81
dry,542,21:16:55,0,130
dry,542,21:17:55,0,111
dry,543,21:18:55,0,82
dry,544,21:19:55,0,-10
dry,548,21:20:55,0,82
dry,543,21:21:55,0,130
dry,545,21:22:55,0,120
dry,545,21:23:55,0,88
dry,546,21:24:55,0,120
dry,546,21:25:55,0,108
dry,547,21:26:55,0,147
dry,547,21:27:55,0,126
dry,546,21:28:55,0,78
dry,548,21:29:55,0,87
dry,549,21:30:55,0,129
dry,550,21:31:55,0,52
dry,544,21:32:55,0,9999
dry,548,21:33:55,0,95
dry,551,21:34:55,0,113
dry,549,21:35:55,0,130
dry,548,21:36:55,0,111
dry,548,21:37:55,0,89
dry,549,21:38:55,0,59
dry,553,21:39:55,0,9999
dry,552,21:40:55,0,68
dry,555,21:41:55,0,87
dry,550,21:42:55,0,58
dry,551,21:43:55,0,108
dry,551,21:44:55,0,64
dry,551,21:45:55,0,70
dry,553,21:46:55,0,106
dry,552,21:47:55,0,87
dry,554,21:48:55,0,56
dry,557,21:49:55,0,69
dry,556,21:50:55,0,84
dry,555,21:51:55,0,113
dry,556,21:52:55,0,118
dry,555,21:53:55,0,128
dry,561,21:54:55,0,55
dry,555,21:55:55,0,99
dry,559,21:56:55,0,115
dry,559,21:57:55,0,122
dry,557,21:58:55,0,57
dry,561,21:59:55,0,104
dry,558,22:00:55,0,128
dry,560,22:01:55,0,0
dry,557,22:02:55,0,116
dry,561,22:03:55,0,113
dry,558,22:04:55,0,68
dry,558,22:05:55,0,84
dry,559,22:06:55,0,130
dry,559,22:07:55,0,71
dry,560,22:08:55,0,116
dry,562,22:09:55,0,102
dry,562,22:10:55,0,88
dry,561,22:11:55,0,74
dry,564,22:12:55,0,58
dry,562,22:13:55,0,50
dry,564,22:14:55,0,65
dry,561,22:15:55,0,51
dry,564,22:16:55,0,-10
dry,559,22:17:55,0,99
dry,567,22:18:55,0,111
dry,567,22:19:55,0,70
dry,570,22:20:55,0,149
dry,566,22:21:55,0,57
dry,567,22:22:55,0,97
dry,565,22:23:55,0,64
dry,569,22:24:55,0,92
dry,566,22:25:55,0,57
dry,568,22:26:55,0,148
dry,569,22:27:55,0,143
dry,571,22:28:55,0,126
dry,570,22:29:55,0,99
dry,570,22:30:55,0,-10
dry,573,22:31:55,0,75
dry,572,22:32:55,0,139
dry,569,22:33:55,0,61
dry,570,22:34:55,0,73
dry,569,22:35:55,0,150
dry,571,22:36:55,0,64
dry,575,22:37:55,0,81
dry,572,22:38:55,0,64
dry,572,22:39:55,0,58
dry,575,22:40:55,0,58
dry,574,22:41:55,0,110
dry,572,22:42:55,0,108
dry,575,22:43:55,0,140
dry,577,22:44:55,0,90
dry,577,22:45:55,0,66
dry,576,22:46:55,0,73
dry,577,22:47:55,0,147
dry,574,22:48:55,0,133
dry,578,22:49:55,0,105
dry,577,22:50:55,0,9999
dry,576,22:51:55,0,131
dry,579,22:52:55,0,88
dry,581,22:53:55,0,67
dry,576,22:54:55,0,65
dry,580,22:55:55,0,139
dry,581,22:56:55,0,141
dry,581,22:57:55,0,100
dry,584,22:58:55,0,79
dry,581,22:59:55,0,56
dry,580,23:00:55,0,69
dry,581,23:01:55,0,86
dry,581,23:02:55,0,148
dry,584,23:03:55,0,124
dry,584,23:04:55,0,143
dry,578,23:05:55,0,132
dry,581,23:06:55,0,80
dry,582,23:07:55,0,122
dry,583,23:08:55,0,52
dry,582,23:09:55,0,132
dry,586,23:10:55,0,70
dry,584,23:11:55,0,133
dry,582,23:12:55,0,53
dry,584,23:13:55,0,75
dry,585,23:14:55,0,92
dry,586,23:15:55,0,107
dry,588,23:16:55,0,58
dry,589,23:17:55,0,83
dry,588,23:18:55,0,69
dry,589,23:19:55,0,73
dry,591,23:20:55,0,128
dry,584,23:21:55,0,67
dry,589,23:22:55,0,116
dry,585,23:23:55,0,132
dry,591,23:24:55,0,93
dry,589,23:25:55,0,66
dry,585,23:26:55,0,145
dry,591,23:27:55,0,0
dry,593,23:28:55,0,139
dry,588,23:29:55,0,107
dry,589,23:30:55,0,111
dry,593,23:31:55,0,51
dry,597,23:32:55,0,111
dry,594,23:33:55,0,74
dry,593,23:34:55,0,144
dry,595,23:35:55,0,115
dry,595,23:36:55,0,128
dry,598,23:37:55,0,127
dry,594,23:38:55,0,136
dry,596,23:39:55,0,147
dry,591,23:40:55,0,85
dry,594,23:41:55,0,117
dry,594,23:42:55,0,57
dry,595,23:43:55,0,126
dry,595,23:44:55,0,121
dry,597,23:45:55,0,123
dry,599,23:46:55,0,115
dry,596,23:47:55,0,93
dry,597,23:48:55,0,84
wet,600,23:49:55,1,149
dry,596,23:50:55,0,88
dry,599,23:51:55,0,64
dry,599,23:52:55,0,106
dry,599,23:53:55,0,150
wet,600,23:54:55,1,116
wet,600,23:55:55,1,55
